datetime,ccn_sursaturation,pollution_flag,ccn_conc,ccn_flag
2021-02-05 05:39:42,0.2,0.0,121.051,0.0
2021-02-05 05:39:43,0.2,0.0,138.852,0.0
2021-02-05 05:39:44,0.2,0.0,119.489,0.0
2021-02-05 05:39:45,0.2,0.0,149.532,0.0
2021-02-05 05:39:46,0.2,0.0,131.634,0.0
2021-02-05 05:39:47,0.2,0.0,119.729,0.0
2021-02-05 05:39:48,0.2,0.0,127.573,0.0
2021-02-05 05:39:49,0.2,0.0,138.688,0.0
2021-02-05 05:39:50,0.2,0.0,116.138,0.0
2021-02-05 05:39:51,0.2,0.0,132.405,0.0
2021-02-05 05:39:52,0.2,0.0,127.01,0.0
2021-02-05 05:39:53,0.2,0.0,142.317,0.0
2021-02-05 05:39:54,0.2,0.0,144.368,0.0
2021-02-05 05:39:55,0.2,0.0,140.522,0.0
2021-02-05 05:39:56,0.2,0.0,104.277,0.0
2021-02-05 05:39:57,0.2,0.0,144.913,0.0
2021-02-05 05:39:58,0.2,0.0,137.954,0.0
2021-02-05 05:39:59,0.2,0.0,94.088,0.0
2021-02-05 05:40:00,0.2,0.0,143.539,0.0
2021-02-05 05:40:01,0.2,0.0,123.789,0.0
2021-02-05 05:40:02,0.2,0.0,139.373,0.0
2021-02-05 05:40:03,0.2,0.0,120.784,0.0
2021-02-05 05:40:04,0.2,0.0,131.716,0.0
2021-02-05 05:40:05,0.2,0.0,156.474,0.0
2021-02-05 05:40:06,0.2,0.0,122.674,0.0
2021-02-05 05:40:07,0.2,0.0,119.538,0.0
2021-02-05 05:40:08,0.2,0.0,133.14,0.0
2021-02-05 05:40:09,0.2,0.0,126.718,0.0
2021-02-05 05:40:10,0.2,0.0,120.123,0.0
2021-02-05 05:40:11,0.2,0.0,138.941,0.0
2021-02-05 05:40:12,0.2,0.0,127.415,0.0
2021-02-05 05:40:13,0.2,0.0,130.259,0.0
2021-02-05 05:40:14,0.2,0.0,147.661,0.0
2021-02-05 05:40:15,0.2,0.0,140.859,0.0
2021-02-05 05:40:16,0.2,0.0,113.282,0.0
2021-02-05 05:40:17,0.2,0.0,133.503,0.0
2021-02-05 05:40:18,0.2,0.0,119.949,0.0
2021-02-05 05:40:19,0.2,0.0,122.33,0.0
2021-02-05 05:40:20,0.2,0.0,129.495,0.0
2021-02-05 05:40:21,0.2,0.0,147.117,0.0
2021-02-05 05:40:22,0.2,0.0,139.329,0.0
2021-02-05 05:40:23,0.2,0.0,122.195,0.0
2021-02-05 05:40:24,0.2,0.0,157.29,0.0
2021-02-05 05:40:25,0.2,0.0,162.614,0.0
2021-02-05 05:40:26,0.2,0.0,131.833,0.0
2021-02-05 05:40:27,0.2,0.0,140.596,0.0
2021-02-05 05:40:28,0.2,0.0,122.846,0.0
2021-02-05 05:40:29,0.2,0.0,147.001,0.0
2021-02-05 05:40:30,0.2,0.0,146.094,0.0
2021-02-05 05:40:31,0.2,0.0,132.126,0.0
2021-02-05 05:40:32,0.2,0.0,138.748,0.0
2021-02-05 05:40:33,0.2,0.0,123.625,0.0
2021-02-05 05:40:34,0.2,0.0,125.324,0.0
2021-02-05 05:40:35,0.2,0.0,136.282,0.0
2021-02-05 05:40:36,0.2,0.0,110.888,0.0
2021-02-05 05:40:37,0.2,0.0,106.562,0.0
2021-02-05 05:40:38,0.2,0.0,141.34,0.0
2021-02-05 05:40:39,0.2,0.0,142.978,0.0
2021-02-05 05:40:40,0.2,0.0,151.073,0.0
2021-02-05 05:40:41,0.2,0.0,155.672,0.0
2021-02-05 05:40:42,0.2,0.0,147.395,0.0
2021-02-05 05:40:43,0.2,0.0,143.218,0.0
2021-02-05 05:40:44,0.2,0.0,94.58,0.0
2021-02-05 05:40:45,0.2,0.0,131.388,0.0
2021-02-05 05:40:46,0.2,0.0,136.938,0.0
2021-02-05 05:40:47,0.2,0.0,127.566,0.0
2021-02-05 05:40:48,0.2,0.0,111.409,0.0
2021-02-05 05:40:49,0.2,0.0,123.458,0.0
2021-02-05 05:40:50,0.2,0.0,116.194,0.0
2021-02-05 05:40:51,0.2,0.0,137.222,0.0
2021-02-05 05:40:52,0.2,0.0,139.278,0.0
2021-02-05 05:40:53,0.2,0.0,121.744,0.0
2021-02-05 05:40:54,0.2,0.0,150.221,0.0
2021-02-05 05:40:55,0.2,0.0,127.472,0.0
2021-02-05 05:40:56,0.2,0.0,129.806,0.0
2021-02-05 05:40:57,0.2,0.0,129.141,0.0
2021-02-05 05:40:58,0.2,0.0,110.027,0.0
2021-02-05 05:40:59,0.2,0.0,119.251,0.0
2021-02-05 05:41:00,0.2,0.0,167.754,0.0
2021-02-05 05:41:01,0.2,0.0,140.614,0.0
2021-02-05 05:41:02,0.2,0.0,135.962,0.0
2021-02-05 05:41:03,0.2,0.0,143.313,0.0
2021-02-05 05:41:04,0.2,0.0,145.874,0.0
2021-02-05 05:41:05,0.2,0.0,134.315,0.0
2021-02-05 05:41:06,0.2,0.0,142.616,0.0
2021-02-05 05:41:07,0.2,0.0,123.537,0.0
2021-02-05 05:41:08,0.2,0.0,117.72,0.0
2021-02-05 05:41:09,0.2,0.0,112.29,0.0
2021-02-05 05:41:10,0.2,0.0,123.798,0.0
2021-02-05 05:41:11,0.2,0.0,151.542,0.0
2021-02-05 05:41:12,0.2,0.0,125.05,0.0
2021-02-05 05:41:13,0.2,0.0,138.137,0.0
2021-02-05 05:41:14,0.2,0.0,132.087,0.0
2021-02-05 05:41:15,0.2,0.0,147.137,0.0
2021-02-05 05:41:16,0.2,0.0,139.193,0.0
2021-02-05 05:41:17,0.2,0.0,108.186,0.0
2021-02-05 05:41:18,0.2,0.0,140.979,0.0
2021-02-05 05:41:19,0.2,0.0,139.056,0.0
2021-02-05 05:41:20,0.2,0.0,108.931,0.0
2021-02-05 05:41:21,0.2,0.0,110.171,0.0
2021-02-05 05:41:22,0.2,0.0,132.429,0.0
2021-02-05 05:41:23,0.2,0.0,128.18,0.0
2021-02-05 05:41:24,0.2,0.0,123.778,0.0
2021-02-05 05:41:25,0.2,0.0,133.894,0.0
2021-02-05 05:41:26,0.2,0.0,137.854,0.0
2021-02-05 05:41:27,0.2,0.0,140.889,0.0
2021-02-05 05:41:28,0.2,0.0,119.764,0.0
2021-02-05 05:41:29,0.2,0.0,120.28,0.0
2021-02-05 05:41:30,0.2,0.0,133.405,0.0
2021-02-05 05:41:31,0.2,0.0,140.699,0.0
2021-02-05 05:41:32,0.2,0.0,119.864,0.0
2021-02-05 05:41:33,0.2,0.0,144.485,0.0
2021-02-05 05:41:34,0.2,0.0,121.233,0.0
2021-02-05 05:41:35,0.2,0.0,124.807,0.0
2021-02-05 05:41:36,0.2,0.0,150.438,0.0
2021-02-05 05:41:37,0.2,0.0,146.101,0.0
2021-02-05 05:41:38,0.2,0.0,135.868,0.0
2021-02-05 05:41:39,0.2,0.0,90.963,0.0
2021-02-05 05:41:40,0.2,0.0,112.879,0.0
2021-02-05 05:41:41,0.2,0.0,110.515,0.0
2021-02-05 05:41:42,0.2,0.0,108.769,0.0
2021-02-05 05:41:43,0.2,0.0,132.943,0.0
2021-02-05 05:41:44,0.2,0.0,171.844,0.0
2021-02-05 05:41:45,0.2,0.0,143.19,0.0
2021-02-05 05:41:46,0.2,0.0,132.456,0.0
2021-02-05 05:41:47,0.2,0.0,125.208,0.0
2021-02-05 05:41:48,0.2,0.0,128.185,0.0
2021-02-05 05:41:49,0.2,0.0,131.307,0.0
2021-02-05 05:41:50,0.2,0.0,158.995,0.0
2021-02-05 05:41:51,0.2,0.0,154.7,0.0
2021-02-05 05:41:52,0.2,0.0,123.207,0.0
2021-02-05 05:41:53,0.2,0.0,117.745,0.0
2021-02-05 05:41:54,0.2,0.0,127.965,0.0
2021-02-05 05:41:55,0.2,0.0,120.291,0.0
2021-02-05 05:41:56,0.2,0.0,138.582,0.0
2021-02-05 05:41:57,0.2,0.0,143.773,0.0
2021-02-05 05:41:58,0.2,0.0,117.033,0.0
2021-02-05 05:41:59,0.2,0.0,126.947,0.0
2021-02-05 05:42:00,0.2,0.0,121.871,0.0
2021-02-05 05:42:01,0.2,0.0,121.668,0.0
2021-02-05 05:42:02,0.2,0.0,123.237,0.0
2021-02-05 05:42:03,0.2,0.0,104.296,0.0
2021-02-05 05:42:04,0.2,0.0,149.716,0.0
2021-02-05 05:42:05,0.2,0.0,150.385,0.0
2021-02-05 05:42:06,0.2,0.0,139.268,0.0
2021-02-05 05:42:07,0.2,0.0,132.251,0.0
2021-02-05 05:42:08,0.2,0.0,94.165,0.0
2021-02-05 05:42:09,0.2,0.0,126.367,0.0
2021-02-05 05:42:10,0.2,0.0,129.337,0.0
2021-02-05 05:42:11,0.2,0.0,147.916,0.0
2021-02-05 05:42:12,0.2,0.0,132.943,0.0
2021-02-05 05:42:13,0.2,0.0,125.293,0.0
2021-02-05 05:42:14,0.2,0.0,147.116,0.0
2021-02-05 05:42:15,0.2,0.0,137.013,0.0
2021-02-05 05:42:16,0.2,0.0,125.837,0.0
2021-02-05 05:42:17,0.2,0.0,121.326,0.0
2021-02-05 05:42:18,0.2,0.0,132.264,0.0
2021-02-05 05:42:19,0.2,0.0,148.542,0.0
2021-02-05 05:42:20,0.2,0.0,156.731,0.0
2021-02-05 05:42:21,0.2,0.0,116.047,0.0
2021-02-05 05:42:22,0.2,0.0,118.342,0.0
2021-02-05 05:42:23,0.2,0.0,111.223,0.0
2021-02-05 05:42:24,0.2,0.0,107.489,0.0
2021-02-05 05:42:25,0.2,0.0,116.472,0.0
2021-02-05 05:42:26,0.2,0.0,128.283,0.0
2021-02-05 05:42:27,0.2,0.0,118.001,0.0
2021-02-05 05:42:28,0.2,0.0,147.466,0.0
2021-02-05 05:42:29,0.2,0.0,111.419,0.0
2021-02-05 05:42:30,0.2,0.0,106.672,0.0
2021-02-05 05:42:31,0.2,0.0,128.41,0.0
2021-02-05 05:42:32,0.2,0.0,139.122,0.0
2021-02-05 05:42:33,0.2,0.0,126.224,0.0
2021-02-05 05:42:34,0.2,0.0,152.452,0.0
2021-02-05 05:42:35,0.2,0.0,145.437,0.0
2021-02-05 05:42:36,0.2,0.0,124.282,0.0
2021-02-05 05:42:37,0.2,0.0,117.254,0.0
2021-02-05 05:42:38,0.2,0.0,96.092,0.0
2021-02-05 05:42:39,0.2,0.0,130.403,0.0
2021-02-05 05:42:40,0.2,0.0,139.395,0.0
2021-02-05 05:42:41,0.2,0.0,127.217,0.0
2021-02-05 05:42:42,0.2,0.0,110.258,0.0
2021-02-05 05:42:43,0.2,0.0,177.538,0.0
2021-02-05 05:42:44,0.2,0.0,169.779,0.0
2021-02-05 05:42:45,0.2,0.0,135.602,0.0
2021-02-05 05:42:46,0.2,0.0,110.909,0.0
2021-02-05 05:42:47,0.2,0.0,121.864,0.0
2021-02-05 05:42:48,0.2,0.0,103.262,0.0
2021-02-05 05:42:49,0.2,0.0,138.7,0.0
2021-02-05 05:42:50,0.2,0.0,140.41,0.0
2021-02-05 05:42:51,0.2,0.0,158.633,0.0
2021-02-05 05:42:52,0.2,0.0,133.685,0.0
2021-02-05 05:42:53,0.2,0.0,132.135,0.0
2021-02-05 05:42:54,0.2,0.0,127.473,0.0
2021-02-05 05:42:55,0.2,0.0,106.555,0.0
2021-02-05 05:42:56,0.2,0.0,140.878,0.0
2021-02-05 05:42:57,0.2,0.0,129.226,0.0
2021-02-05 05:42:58,0.2,0.0,133.617,0.0
2021-02-05 05:42:59,0.2,0.0,130.74,0.0
2021-02-05 05:43:00,0.2,0.0,107.644,0.0
2021-02-05 05:43:01,0.2,0.0,117.272,0.0
2021-02-05 05:43:02,0.2,0.0,125.637,0.0
2021-02-05 05:43:03,0.2,0.0,122.145,0.0
2021-02-05 05:43:04,0.2,0.0,130.142,0.0
2021-02-05 05:43:05,0.2,0.0,125.85,0.0
2021-02-05 05:43:06,0.2,0.0,149.512,0.0
2021-02-05 05:43:07,0.2,0.0,142.243,0.0
2021-02-05 05:43:08,0.2,0.0,135.978,0.0
2021-02-05 05:43:09,0.2,0.0,132.364,0.0
2021-02-05 05:43:10,0.2,0.0,135.161,0.0
2021-02-05 05:43:11,0.2,0.0,130.685,0.0
2021-02-05 05:43:12,0.2,0.0,140.316,0.0
2021-02-05 05:43:13,0.2,0.0,120.677,0.0
2021-02-05 05:43:14,0.2,0.0,113.5,0.0
2021-02-05 05:43:15,0.2,0.0,126.732,0.0
2021-02-05 05:43:16,0.2,0.0,136.673,0.0
2021-02-05 05:43:17,0.2,0.0,128.644,0.0
2021-02-05 05:43:18,0.2,0.0,127.324,0.0
2021-02-05 05:43:19,0.2,0.0,150.434,0.0
2021-02-05 05:43:20,0.2,0.0,141.222,0.0
2021-02-05 05:43:21,0.2,0.0,140.611,0.0
2021-02-05 05:43:22,0.2,0.0,132.141,0.0
2021-02-05 05:43:23,0.2,0.0,135.124,0.0
2021-02-05 05:43:24,0.2,0.0,128.648,0.0
2021-02-05 05:43:25,0.2,0.0,142.933,0.0
2021-02-05 05:43:26,0.2,0.0,129.288,0.0
2021-02-05 05:43:27,0.2,0.0,148.517,0.0
2021-02-05 05:43:28,0.2,0.0,152.469,0.0
2021-02-05 05:43:29,0.2,0.0,151.101,0.0
2021-02-05 05:43:30,0.2,0.0,126.765,0.0
2021-02-05 05:43:31,0.2,0.0,173.501,0.0
2021-02-05 05:43:32,0.2,0.0,147.11,0.0
2021-02-05 05:43:33,0.2,0.0,131.496,0.0
2021-02-05 05:43:34,0.2,0.0,144.481,0.0
2021-02-05 05:43:35,0.2,0.0,139.895,0.0
2021-02-05 05:43:36,0.2,0.0,113.478,0.0
2021-02-05 05:43:37,0.2,0.0,125.342,0.0
2021-02-05 05:43:38,0.2,0.0,138.98,0.0
2021-02-05 05:43:39,0.2,0.0,134.279,0.0
2021-02-05 05:43:40,0.2,0.0,165.085,0.0
2021-02-05 05:43:41,0.2,0.0,136.581,0.0
2021-02-05 05:43:42,0.2,0.0,130.244,0.0
2021-02-05 05:43:43,0.2,0.0,134.943,0.0
2021-02-05 05:43:44,0.2,0.0,129.003,0.0
2021-02-05 05:43:45,0.2,0.0,132.549,0.0
2021-02-05 05:43:46,0.2,0.0,128.945,0.0
2021-02-05 05:43:47,0.2,0.0,129.035,0.0
2021-02-05 05:43:48,0.2,0.0,131.766,0.0
2021-02-05 05:43:49,0.2,0.0,126.55,0.0
2021-02-05 05:43:50,0.2,0.0,136.771,0.0
2021-02-05 05:43:51,0.2,0.0,133.407,0.0
2021-02-05 05:43:52,0.2,0.0,120.607,0.0
2021-02-05 05:43:53,0.2,0.0,147.827,0.0
2021-02-05 05:43:54,0.2,0.0,100.976,0.0
2021-02-05 05:43:55,0.2,0.0,153.156,0.0
2021-02-05 05:43:56,0.2,0.0,135.485,0.0
2021-02-05 05:43:57,0.2,0.0,116.212,0.0
2021-02-05 05:43:58,0.2,0.0,131.26,0.0
2021-02-05 05:43:59,0.2,0.0,122.899,0.0
2021-02-05 05:44:00,0.2,0.0,122.439,0.0
2021-02-05 05:44:01,0.2,0.0,119.511,0.0
2021-02-05 05:44:02,0.2,0.0,113.152,0.0
2021-02-05 05:44:03,0.2,0.0,115.552,0.0
2021-02-05 05:44:04,0.2,0.0,141.706,0.0
2021-02-05 05:44:05,0.2,0.0,131.07,0.0
2021-02-05 05:44:06,0.2,0.0,118.522,0.0
2021-02-05 05:44:07,0.2,0.0,126.276,0.0
2021-02-05 05:44:08,0.2,0.0,140.289,0.0
2021-02-05 05:44:09,0.2,0.0,137.149,0.0
2021-02-05 05:44:10,0.2,0.0,155.738,0.0
2021-02-05 05:44:11,0.2,0.0,146.647,0.0
2021-02-05 05:44:12,0.2,0.0,120.009,0.0
2021-02-05 05:44:13,0.2,0.0,126.438,0.0
2021-02-05 05:44:14,0.2,0.0,145.056,0.0
2021-02-05 05:44:15,0.2,0.0,129.215,0.0
2021-02-05 05:44:16,0.2,0.0,144.757,0.0
2021-02-05 05:44:17,0.2,0.0,122.892,0.0
2021-02-05 05:44:18,0.2,0.0,126.992,0.0
2021-02-05 05:44:19,0.2,0.0,144.689,0.0
2021-02-05 05:44:20,0.2,0.0,139.56,0.0
2021-02-05 05:44:21,0.2,0.0,171.951,0.0
2021-02-05 05:44:22,0.2,0.0,129.992,0.0
2021-02-05 05:44:23,0.2,0.0,144.117,0.0
2021-02-05 05:44:24,0.2,0.0,113.694,0.0
2021-02-05 05:44:25,0.2,0.0,100.739,0.0
2021-02-05 05:44:26,0.2,0.0,128.958,0.0
2021-02-05 05:44:27,0.2,0.0,131.867,0.0
2021-02-05 05:44:28,0.2,0.0,111.153,0.0
2021-02-05 05:44:29,0.2,0.0,110.059,0.0
2021-02-05 05:44:30,0.2,0.0,138.611,0.0
2021-02-05 05:44:31,0.2,0.0,137.644,0.0
2021-02-05 05:44:32,0.2,0.0,142.819,0.0
2021-02-05 05:44:33,0.2,0.0,135.403,0.0
2021-02-05 05:44:34,0.2,0.0,149.747,0.0
2021-02-05 05:44:35,0.2,0.0,121.06,0.0
2021-02-05 05:44:36,0.2,0.0,123.922,0.0
2021-02-05 05:44:37,0.2,0.0,115.995,0.0
2021-02-05 05:44:38,0.2,0.0,127.697,0.0
