ccn_conc,ccn_sursaturation,datetime,pollution_flag,ccn_flag
266.913,0.1,2023-02-01 19:51:54,0.0,0.0
241.134,0.1,2023-02-01 19:51:55,0.0,0.0
231.902,0.1,2023-02-01 19:51:56,0.0,0.0
157.923,0.1,2023-02-01 19:51:57,0.0,0.0
146.949,0.1,2023-02-01 19:51:58,0.0,0.0
73.368,0.1,2023-02-01 19:51:59,0.0,0.0
79.414,0.1,2023-02-01 19:52:00,0.0,0.0
141.724,0.1,2023-02-01 19:52:01,0.0,0.0
160.859,0.1,2023-02-01 19:52:02,0.0,0.0
236.168,0.1,2023-02-01 19:52:03,0.0,0.0
189.886,0.1,2023-02-01 19:52:04,0.0,0.0
214.007,0.1,2023-02-01 19:52:05,0.0,0.0
240.423,0.1,2023-02-01 19:52:06,0.0,0.0
272.567,0.1,2023-02-01 19:52:07,0.0,0.0
224.198,0.1,2023-02-01 19:52:08,0.0,0.0
206.608,0.1,2023-02-01 19:52:09,0.0,0.0
145.911,0.1,2023-02-01 19:52:10,0.0,0.0
156.475,0.1,2023-02-01 19:52:11,0.0,0.0
93.159,0.1,2023-02-01 19:52:12,0.0,0.0
93.847,0.1,2023-02-01 19:52:13,0.0,0.0
134.63,0.1,2023-02-01 19:52:14,0.0,0.0
112.463,0.1,2023-02-01 19:52:15,0.0,0.0
145.811,0.1,2023-02-01 19:52:16,0.0,0.0
192.509,0.1,2023-02-01 19:52:17,0.0,0.0
214.423,0.1,2023-02-01 19:52:18,0.0,0.0
219.679,0.1,2023-02-01 19:52:19,0.0,0.0
233.261,0.1,2023-02-01 19:52:20,0.0,0.0
235.923,0.1,2023-02-01 19:52:21,0.0,0.0
199.078,0.1,2023-02-01 19:52:22,0.0,0.0
182.142,0.1,2023-02-01 19:52:23,0.0,0.0
170.649,0.1,2023-02-01 19:52:24,0.0,0.0
149.551,0.1,2023-02-01 19:52:25,0.0,0.0
101.657,0.1,2023-02-01 19:52:26,0.0,0.0
127.276,0.1,2023-02-01 19:52:27,0.0,0.0
162.989,0.1,2023-02-01 19:52:28,0.0,0.0
146.681,0.1,2023-02-01 19:52:29,0.0,0.0
154.811,0.1,2023-02-01 19:52:30,0.0,0.0
148.982,0.1,2023-02-01 19:52:31,0.0,0.0
191.341,0.1,2023-02-01 19:52:32,0.0,0.0
137.47,0.1,2023-02-01 19:52:33,0.0,0.0
170.131,0.1,2023-02-01 19:52:34,0.0,0.0
177.339,0.1,2023-02-01 19:52:35,0.0,0.0
223.559,0.1,2023-02-01 19:52:36,0.0,0.0
259.852,0.1,2023-02-01 19:52:37,0.0,0.0
234.111,0.1,2023-02-01 19:52:38,0.0,0.0
217.64,0.1,2023-02-01 19:52:39,0.0,0.0
214.882,0.1,2023-02-01 19:52:40,0.0,0.0
188.812,0.1,2023-02-01 19:52:41,0.0,0.0
124.686,0.1,2023-02-01 19:52:42,0.0,0.0
88.703,0.1,2023-02-01 19:52:43,0.0,0.0
54.367,0.1,2023-02-01 19:52:44,0.0,0.0
64.559,0.1,2023-02-01 19:52:45,0.0,0.0
128.719,0.1,2023-02-01 19:52:46,0.0,0.0
187.01,0.1,2023-02-01 19:52:47,0.0,0.0
258.736,0.1,2023-02-01 19:52:48,0.0,0.0
285.446,0.1,2023-02-01 19:52:49,0.0,0.0
279.061,0.1,2023-02-01 19:52:50,0.0,0.0
248.018,0.1,2023-02-01 19:52:51,0.0,0.0
283.682,0.1,2023-02-01 19:52:52,0.0,0.0
222.19,0.1,2023-02-01 19:52:53,0.0,0.0
153.857,0.1,2023-02-01 19:52:54,0.0,0.0
109.083,0.1,2023-02-01 19:52:55,0.0,0.0
44.663,0.1,2023-02-01 19:52:56,0.0,0.0
41.322,0.1,2023-02-01 19:52:57,0.0,0.0
79.175,0.1,2023-02-01 19:52:58,0.0,0.0
166.694,0.1,2023-02-01 19:52:59,0.0,0.0
235.186,0.1,2023-02-01 19:53:00,0.0,0.0
265.776,0.1,2023-02-01 19:53:01,0.0,0.0
284.497,0.1,2023-02-01 19:53:02,0.0,0.0
280.459,0.1,2023-02-01 19:53:03,0.0,0.0
260.648,0.1,2023-02-01 19:53:04,0.0,0.0
254.583,0.1,2023-02-01 19:53:05,0.0,0.0
245.305,0.1,2023-02-01 19:53:06,0.0,0.0
145.827,0.1,2023-02-01 19:53:07,0.0,0.0
95.137,0.1,2023-02-01 19:53:08,0.0,0.0
75.923,0.1,2023-02-01 19:53:09,0.0,0.0
70.349,0.1,2023-02-01 19:53:10,0.0,0.0
89.397,0.1,2023-02-01 19:53:11,0.0,0.0
124.83,0.1,2023-02-01 19:53:12,0.0,0.0
185.871,0.1,2023-02-01 19:53:13,0.0,0.0
221.293,0.1,2023-02-01 19:53:14,0.0,0.0
228.514,0.1,2023-02-01 19:53:15,0.0,0.0
247.076,0.1,2023-02-01 19:53:16,0.0,0.0
220.735,0.1,2023-02-01 19:53:17,0.0,0.0
222.823,0.1,2023-02-01 19:53:18,0.0,0.0
194.17,0.1,2023-02-01 19:53:19,0.0,0.0
212.874,0.1,2023-02-01 19:53:20,0.0,0.0
159.996,0.1,2023-02-01 19:53:21,0.0,0.0
90.102,0.1,2023-02-01 19:53:22,0.0,0.0
92.241,0.1,2023-02-01 19:53:23,0.0,0.0
79.107,0.1,2023-02-01 19:53:24,0.0,0.0
130.673,0.1,2023-02-01 19:53:25,0.0,0.0
170.459,0.1,2023-02-01 19:53:26,0.0,0.0
230.411,0.1,2023-02-01 19:53:27,0.0,0.0
230.303,0.1,2023-02-01 19:53:28,0.0,0.0
225.027,0.1,2023-02-01 19:53:29,0.0,0.0
264.118,0.1,2023-02-01 19:53:30,0.0,0.0
232.564,0.1,2023-02-01 19:53:31,0.0,0.0
134.18,0.1,2023-02-01 19:53:32,0.0,0.0
131.695,0.1,2023-02-01 19:53:33,0.0,0.0
81.202,0.1,2023-02-01 19:53:34,0.0,0.0
107.973,0.1,2023-02-01 19:53:35,0.0,0.0
198.842,0.1,2023-02-01 19:53:36,0.0,0.0
209.531,0.1,2023-02-01 19:53:37,0.0,0.0
225.393,0.1,2023-02-01 19:53:38,0.0,0.0
209.577,0.1,2023-02-01 19:53:39,0.0,0.0
204.321,0.1,2023-02-01 19:53:40,0.0,0.0
212.374,0.1,2023-02-01 19:53:41,0.0,0.0
182.058,0.1,2023-02-01 19:53:42,0.0,0.0
164.191,0.1,2023-02-01 19:53:43,0.0,0.0
89.064,0.1,2023-02-01 19:53:44,0.0,0.0
130.049,0.1,2023-02-01 19:53:45,0.0,0.0
129.064,0.1,2023-02-01 19:53:46,0.0,0.0
190.946,0.1,2023-02-01 19:53:47,0.0,0.0
215.459,0.1,2023-02-01 19:53:48,0.0,0.0
195.866,0.1,2023-02-01 19:53:49,0.0,0.0
188.965,0.1,2023-02-01 19:53:50,0.0,0.0
192.71,0.1,2023-02-01 19:53:51,0.0,0.0
154.012,0.1,2023-02-01 19:53:52,0.0,0.0
150.749,0.1,2023-02-01 19:53:53,0.0,0.0
124.741,0.1,2023-02-01 19:53:54,0.0,0.0
125.953,0.1,2023-02-01 19:53:55,0.0,0.0
134.392,0.1,2023-02-01 19:53:56,0.0,0.0
127.048,0.1,2023-02-01 19:53:57,0.0,0.0
151.369,0.1,2023-02-01 19:53:58,0.0,0.0
168.046,0.1,2023-02-01 19:53:59,0.0,0.0
191.735,0.1,2023-02-01 19:54:00,0.0,0.0
181.657,0.1,2023-02-01 19:54:01,0.0,0.0
185.867,0.1,2023-02-01 19:54:02,0.0,0.0
229.89,0.1,2023-02-01 19:54:03,0.0,0.0
210.571,0.1,2023-02-01 19:54:04,0.0,0.0
231.764,0.1,2023-02-01 19:54:05,0.0,0.0
200.626,0.1,2023-02-01 19:54:06,0.0,0.0
195.079,0.1,2023-02-01 19:54:07,0.0,0.0
146.904,0.1,2023-02-01 19:54:08,0.0,0.0
105.243,0.1,2023-02-01 19:54:09,0.0,0.0
75.723,0.1,2023-02-01 19:54:10,0.0,0.0
115.364,0.1,2023-02-01 19:54:11,0.0,0.0
142.368,0.1,2023-02-01 19:54:12,0.0,0.0
163.084,0.1,2023-02-01 19:54:13,0.0,0.0
181.23,0.1,2023-02-01 19:54:14,0.0,0.0
232.608,0.1,2023-02-01 19:54:15,0.0,0.0
222.021,0.1,2023-02-01 19:54:16,0.0,0.0
182.222,0.1,2023-02-01 19:54:17,0.0,0.0
205.867,0.1,2023-02-01 19:54:18,0.0,0.0
169.694,0.1,2023-02-01 19:54:19,0.0,0.0
155.852,0.1,2023-02-01 19:54:20,0.0,0.0
134.374,0.1,2023-02-01 19:54:21,0.0,0.0
127.74,0.1,2023-02-01 19:54:22,0.0,0.0
138.702,0.1,2023-02-01 19:54:23,0.0,0.0
168.805,0.1,2023-02-01 19:54:24,0.0,0.0
154.914,0.1,2023-02-01 19:54:25,0.0,0.0
190.345,0.1,2023-02-01 19:54:26,0.0,0.0
149.868,0.1,2023-02-01 19:54:27,0.0,0.0
157.761,0.1,2023-02-01 19:54:28,0.0,0.0
172.355,0.1,2023-02-01 19:54:29,0.0,0.0
169.265,0.1,2023-02-01 19:54:30,0.0,0.0
173.754,0.1,2023-02-01 19:54:31,0.0,0.0
243.238,0.1,2023-02-01 19:54:32,0.0,0.0
211.326,0.1,2023-02-01 19:54:33,0.0,0.0
216.457,0.1,2023-02-01 19:54:34,0.0,0.0
229.381,0.1,2023-02-01 19:54:35,0.0,0.0
192.046,0.1,2023-02-01 19:54:36,0.0,0.0
117.516,0.1,2023-02-01 19:54:37,0.0,0.0
86.369,0.1,2023-02-01 19:54:38,0.0,0.0
65.513,0.1,2023-02-01 19:54:39,0.0,0.0
80.259,0.1,2023-02-01 19:54:40,0.0,0.0
189.616,0.1,2023-02-01 19:54:41,0.0,0.0
221.668,0.1,2023-02-01 19:54:42,0.0,0.0
317.425,0.1,2023-02-01 19:54:43,0.0,0.0
267.668,0.1,2023-02-01 19:54:44,0.0,0.0
276.957,0.1,2023-02-01 19:54:45,0.0,0.0
274.249,0.1,2023-02-01 19:54:46,0.0,0.0
251.472,0.1,2023-02-01 19:54:47,0.0,0.0
213.542,0.1,2023-02-01 19:54:48,0.0,0.0
131.667,0.1,2023-02-01 19:54:49,0.0,0.0
104.926,0.1,2023-02-01 19:54:50,0.0,0.0
96.039,0.1,2023-02-01 19:54:51,0.0,0.0
152.169,0.1,2023-02-01 19:54:52,0.0,0.0
180.241,0.1,2023-02-01 19:54:53,0.0,0.0
217.498,0.1,2023-02-01 19:54:54,0.0,0.0
274.51,0.1,2023-02-01 19:54:55,0.0,0.0
245.248,0.1,2023-02-01 19:54:56,0.0,0.0
255.445,0.1,2023-02-01 19:54:57,0.0,0.0
214.222,0.1,2023-02-01 19:54:58,0.0,0.0
202.707,0.1,2023-02-01 19:54:59,0.0,0.0
138.325,0.1,2023-02-01 19:55:00,0.0,0.0
99.112,0.1,2023-02-01 19:55:01,0.0,0.0
108.258,0.1,2023-02-01 19:55:02,0.0,0.0
115.337,0.1,2023-02-01 19:55:03,0.0,0.0
121.974,0.1,2023-02-01 19:55:04,0.0,0.0
122.939,0.1,2023-02-01 19:55:05,0.0,0.0
185.067,0.1,2023-02-01 19:55:06,0.0,0.0
175.169,0.1,2023-02-01 19:55:07,0.0,0.0
200.155,0.1,2023-02-01 19:55:08,0.0,0.0
193.719,0.1,2023-02-01 19:55:09,0.0,0.0
203.801,0.1,2023-02-01 19:55:10,0.0,0.0
188.001,0.1,2023-02-01 19:55:11,0.0,0.0
196.334,0.1,2023-02-01 19:55:12,0.0,0.0
178.601,0.1,2023-02-01 19:55:13,0.0,0.0
119.641,0.1,2023-02-01 19:55:14,0.0,0.0
143.966,0.1,2023-02-01 19:55:15,0.0,0.0
146.953,0.1,2023-02-01 19:55:16,0.0,0.0
180.979,0.1,2023-02-01 19:55:17,0.0,0.0
216.945,0.1,2023-02-01 19:55:18,0.0,0.0
224.97,0.1,2023-02-01 19:55:19,0.0,0.0
214.237,0.1,2023-02-01 19:55:20,0.0,0.0
190.125,0.1,2023-02-01 19:55:21,0.0,0.0
204.885,0.1,2023-02-01 19:55:22,0.0,0.0
161.73,0.1,2023-02-01 19:55:23,0.0,0.0
144.141,0.1,2023-02-01 19:55:24,0.0,0.0
90.776,0.1,2023-02-01 19:55:25,0.0,0.0
108.917,0.1,2023-02-01 19:55:26,0.0,0.0
119.239,0.1,2023-02-01 19:55:27,0.0,0.0
171.92,0.1,2023-02-01 19:55:28,0.0,0.0
172.62,0.1,2023-02-01 19:55:29,0.0,0.0
211.95,0.1,2023-02-01 19:55:30,0.0,0.0
215.197,0.1,2023-02-01 19:55:31,0.0,0.0
252.625,0.1,2023-02-01 19:55:32,0.0,0.0
245.167,0.1,2023-02-01 19:55:33,0.0,0.0
186.812,0.1,2023-02-01 19:55:34,0.0,0.0
123.307,0.1,2023-02-01 19:55:35,0.0,0.0
109.869,0.1,2023-02-01 19:55:36,0.0,0.0
96.565,0.1,2023-02-01 19:55:37,0.0,0.0
134.839,0.1,2023-02-01 19:55:38,0.0,0.0
134.017,0.1,2023-02-01 19:55:39,0.0,0.0
151.32,0.1,2023-02-01 19:55:40,0.0,0.0
177.051,0.1,2023-02-01 19:55:41,0.0,0.0
257.004,0.1,2023-02-01 19:55:42,0.0,0.0
231.12,0.1,2023-02-01 19:55:43,0.0,0.0
285.963,0.1,2023-02-01 19:55:44,0.0,0.0
225.663,0.1,2023-02-01 19:55:45,0.0,0.0
214.227,0.1,2023-02-01 19:55:46,0.0,0.0
230.125,0.1,2023-02-01 19:55:47,0.0,0.0
193.163,0.1,2023-02-01 19:55:48,0.0,0.0
171.056,0.1,2023-02-01 19:55:49,0.0,0.0
151.217,0.1,2023-02-01 19:55:50,0.0,0.0
146.325,0.1,2023-02-01 19:55:51,0.0,0.0
152.839,0.1,2023-02-01 19:55:52,0.0,0.0
83.917,0.1,2023-02-01 19:55:53,0.0,0.0
97.562,0.1,2023-02-01 19:55:54,0.0,0.0
115.981,0.1,2023-02-01 19:55:55,0.0,0.0
119.913,0.1,2023-02-01 19:55:56,0.0,0.0
135.777,0.1,2023-02-01 19:55:57,0.0,0.0
200.245,0.1,2023-02-01 19:55:58,0.0,0.0
217.991,0.1,2023-02-01 19:55:59,0.0,0.0
253.068,0.1,2023-02-01 19:56:00,0.0,0.0
256.973,0.1,2023-02-01 19:56:01,0.0,0.0
188.158,0.1,2023-02-01 19:56:02,0.0,0.0
175.57,0.1,2023-02-01 19:56:03,0.0,0.0
125.588,0.1,2023-02-01 19:56:04,0.0,0.0
136.151,0.1,2023-02-01 19:56:05,0.0,0.0
94.454,0.1,2023-02-01 19:56:06,0.0,0.0
87.725,0.1,2023-02-01 19:56:07,0.0,0.0
105.772,0.1,2023-02-01 19:56:08,0.0,0.0
204.588,0.1,2023-02-01 19:56:09,0.0,0.0
213.584,0.1,2023-02-01 19:56:10,0.0,0.0
227.343,0.1,2023-02-01 19:56:11,0.0,0.0
249.308,0.1,2023-02-01 19:56:12,0.0,0.0
264.848,0.1,2023-02-01 19:56:13,0.0,0.0
277.546,0.1,2023-02-01 19:56:14,0.0,0.0
255.434,0.1,2023-02-01 19:56:15,0.0,0.0
209.382,0.1,2023-02-01 19:56:16,0.0,0.0
142.543,0.1,2023-02-01 19:56:17,0.0,0.0
85.659,0.1,2023-02-01 19:56:18,0.0,0.0
67.273,0.1,2023-02-01 19:56:19,0.0,0.0
80.623,0.1,2023-02-01 19:56:20,0.0,0.0
87.977,0.1,2023-02-01 19:56:21,0.0,0.0
143.246,0.1,2023-02-01 19:56:22,0.0,0.0
195.174,0.1,2023-02-01 19:56:23,0.0,0.0
205.042,0.1,2023-02-01 19:56:24,0.0,0.0
228.833,0.1,2023-02-01 19:56:25,0.0,0.0
242.686,0.1,2023-02-01 19:56:26,0.0,0.0
248.35,0.1,2023-02-01 19:56:27,0.0,0.0
207.315,0.1,2023-02-01 19:56:28,0.0,0.0
190.469,0.1,2023-02-01 19:56:29,0.0,0.0
143.294,0.1,2023-02-01 19:56:30,0.0,0.0
62.698,0.1,2023-02-01 19:56:31,0.0,0.0
41.037,0.1,2023-02-01 19:56:32,0.0,0.0
90.003,0.1,2023-02-01 19:56:33,0.0,0.0
83.424,0.1,2023-02-01 19:56:34,0.0,0.0
147.722,0.1,2023-02-01 19:56:35,0.0,0.0
179.433,0.1,2023-02-01 19:56:36,0.0,0.0
215.145,0.1,2023-02-01 19:56:37,0.0,0.0
249.785,0.1,2023-02-01 19:56:38,0.0,0.0
260.271,0.1,2023-02-01 19:56:39,0.0,0.0
240.229,0.1,2023-02-01 19:56:40,0.0,0.0
194.941,0.1,2023-02-01 19:56:41,0.0,0.0
236.337,0.1,2023-02-01 19:56:42,0.0,0.0
164.252,0.1,2023-02-01 19:56:43,0.0,0.0
110.709,0.1,2023-02-01 19:56:44,0.0,0.0
68.567,0.1,2023-02-01 19:56:45,0.0,0.0
88.625,0.1,2023-02-01 19:56:46,0.0,0.0
106.624,0.1,2023-02-01 19:56:47,0.0,0.0
183.819,0.1,2023-02-01 19:56:48,0.0,0.0
235.1,0.1,2023-02-01 19:56:49,0.0,0.0
280.572,0.1,2023-02-01 19:56:50,0.0,0.0
290.757,0.1,2023-02-01 19:56:51,0.0,0.0
251.679,0.1,2023-02-01 19:56:52,0.0,0.0
255.149,0.1,2023-02-01 19:56:53,0.0,0.0
216.3,0.1,2023-02-01 19:56:54,0.0,0.0
247.554,0.1,2023-02-01 19:56:55,0.0,0.0
135.712,0.1,2023-02-01 19:56:56,0.0,0.0
78.37,0.1,2023-02-01 19:56:57,0.0,0.0
81.98,0.1,2023-02-01 19:56:58,0.0,0.0
81.985,0.1,2023-02-01 19:56:59,0.0,0.0
99.665,0.1,2023-02-01 19:57:00,0.0,0.0
125.449,0.1,2023-02-01 19:57:01,0.0,0.0
154.771,0.1,2023-02-01 19:57:02,0.0,0.0
200.071,0.1,2023-02-01 19:57:03,0.0,0.0
171.939,0.1,2023-02-01 19:57:04,0.0,0.0
210.166,0.1,2023-02-01 19:57:05,0.0,0.0
220.712,0.1,2023-02-01 19:57:06,0.0,0.0
213.303,0.1,2023-02-01 19:57:07,0.0,0.0
164.334,0.1,2023-02-01 19:57:08,0.0,0.0
157.606,0.1,2023-02-01 19:57:09,0.0,0.0
139.31,0.1,2023-02-01 19:57:10,0.0,0.0
151.298,0.1,2023-02-01 19:57:11,0.0,0.0
203.608,0.1,2023-02-01 19:57:12,0.0,0.0
199.691,0.1,2023-02-01 19:57:13,0.0,0.0
199.13,0.1,2023-02-01 19:57:14,0.0,0.0
215.829,0.1,2023-02-01 19:57:15,0.0,0.0
203.082,0.1,2023-02-01 19:57:16,0.0,0.0
161.924,0.1,2023-02-01 19:57:17,0.0,0.0
167.055,0.1,2023-02-01 19:57:18,0.0,0.0
139.536,0.1,2023-02-01 19:57:19,0.0,0.0
114.635,0.1,2023-02-01 19:57:20,0.0,0.0
80.087,0.1,2023-02-01 19:57:21,0.0,0.0
138.67,0.1,2023-02-01 19:57:22,0.0,0.0
192.224,0.1,2023-02-01 19:57:23,0.0,0.0
170.846,0.1,2023-02-01 19:57:24,0.0,0.0
213.376,0.1,2023-02-01 19:57:25,0.0,0.0
222.594,0.1,2023-02-01 19:57:26,0.0,0.0
224.081,0.1,2023-02-01 19:57:27,0.0,0.0
180.572,0.1,2023-02-01 19:57:28,0.0,0.0
155.664,0.1,2023-02-01 19:57:29,0.0,0.0
123.18,0.1,2023-02-01 19:57:30,0.0,0.0
97.686,0.1,2023-02-01 19:57:31,0.0,0.0
54.965,0.1,2023-02-01 19:57:32,0.0,0.0
63.142,0.1,2023-02-01 19:57:33,0.0,0.0
70.431,0.1,2023-02-01 19:57:34,0.0,0.0
160.483,0.1,2023-02-01 19:57:35,0.0,0.0
209.095,0.1,2023-02-01 19:57:36,0.0,0.0
247.652,0.1,2023-02-01 19:57:37,0.0,0.0
232.706,0.1,2023-02-01 19:57:38,0.0,0.0
253.916,0.1,2023-02-01 19:57:39,0.0,0.0
287.314,0.1,2023-02-01 19:57:40,0.0,0.0
277.351,0.1,2023-02-01 19:57:41,0.0,0.0
254.136,0.1,2023-02-01 19:57:42,0.0,0.0
174.135,0.1,2023-02-01 19:57:43,0.0,0.0
110.865,0.1,2023-02-01 19:57:44,0.0,0.0
52.909,0.1,2023-02-01 19:57:45,0.0,0.0
62.875,0.1,2023-02-01 19:57:46,0.0,0.0
102.398,0.1,2023-02-01 19:57:47,0.0,0.0
151.104,0.1,2023-02-01 19:57:48,0.0,0.0
193.178,0.1,2023-02-01 19:57:49,0.0,0.0
226.239,0.1,2023-02-01 19:57:50,0.0,0.0
252.236,0.1,2023-02-01 19:57:51,0.0,0.0
231.147,0.1,2023-02-01 19:57:52,0.0,0.0
213.363,0.1,2023-02-01 19:57:53,0.0,0.0
233.79,0.1,2023-02-01 19:57:54,0.0,0.0
158.04,0.1,2023-02-01 19:57:55,0.0,0.0
151.087,0.1,2023-02-01 19:57:56,0.0,0.0
102.938,0.1,2023-02-01 19:57:57,0.0,0.0
81.609,0.1,2023-02-01 19:57:58,0.0,0.0
86.91,0.1,2023-02-01 19:57:59,0.0,0.0
100.15,0.1,2023-02-01 19:58:00,0.0,0.0
113.197,0.1,2023-02-01 19:58:01,0.0,0.0
156.668,0.1,2023-02-01 19:58:02,0.0,0.0
166.496,0.1,2023-02-01 19:58:03,0.0,0.0
173.717,0.1,2023-02-01 19:58:04,0.0,0.0
180.857,0.1,2023-02-01 19:58:05,0.0,0.0
233.861,0.1,2023-02-01 19:58:06,0.0,0.0
202.472,0.1,2023-02-01 19:58:07,0.0,0.0
230.887,0.1,2023-02-01 19:58:08,0.0,0.0
251.59,0.1,2023-02-01 19:58:09,0.0,0.0
217.85,0.1,2023-02-01 19:58:10,0.0,0.0
144.825,0.1,2023-02-01 19:58:11,0.0,0.0
93.08,0.1,2023-02-01 19:58:12,0.0,0.0
54.17,0.1,2023-02-01 19:58:13,0.0,0.0
75.815,0.1,2023-02-01 19:58:14,0.0,0.0
126.556,0.1,2023-02-01 19:58:15,0.0,0.0
195.998,0.1,2023-02-01 19:58:16,0.0,0.0
