ccn_conc,datetime,ccn_sursaturation,ccn_flag,pollution_flag
251.897,2021-02-05 06:29:47,0.6,0.0,0.0
291.582,2021-02-05 06:29:49,0.6,0.0,0.0
251.746,2021-02-05 06:29:59,0.6,0.0,0.0
252.388,2021-02-05 06:30:08,0.6,0.0,0.0
259.454,2021-02-05 06:30:18,0.6,0.0,0.0
261.14,2021-02-05 06:30:20,0.6,0.0,0.0
272.07,2021-02-05 06:30:22,0.6,0.0,0.0
264.645,2021-02-05 06:30:27,0.6,0.0,0.0
274.713,2021-02-05 06:30:29,0.6,0.0,0.0
261.479,2021-02-05 06:30:33,0.6,0.0,0.0
257.281,2021-02-05 06:30:34,0.6,0.0,0.0
282.064,2021-02-05 06:30:35,0.6,0.0,0.0
279.551,2021-02-05 06:30:42,0.6,0.0,0.0
253.736,2021-02-05 06:30:44,0.6,0.0,0.0
254.036,2021-02-05 06:30:51,0.6,0.0,0.0
256.865,2021-02-05 06:31:16,0.6,0.0,0.0
266.708,2021-02-05 06:31:24,0.6,0.0,0.0
275.454,2021-02-05 06:31:34,0.6,0.0,0.0
252.358,2021-02-05 06:31:44,0.6,0.0,0.0
282.238,2021-02-05 06:31:48,0.6,0.0,0.0
253.021,2021-02-05 06:32:07,0.6,0.0,0.0
258.245,2021-02-05 06:32:21,0.6,0.0,0.0
272.172,2021-02-05 06:32:53,0.6,0.0,0.0
283.078,2021-02-05 06:32:59,0.6,0.0,0.0
256.733,2021-02-05 06:33:04,0.6,0.0,0.0
252.086,2021-02-05 06:33:05,0.6,0.0,0.0
253.788,2021-02-05 06:33:23,0.6,0.0,0.0
280.06,2021-02-05 06:35:32,0.8,0.0,0.0
286.069,2021-02-05 06:35:33,0.8,0.0,0.0
305.932,2021-02-05 06:35:39,0.8,0.0,0.0
267.479,2021-02-05 06:35:41,0.8,0.0,0.0
262.05,2021-02-05 06:35:45,0.8,0.0,0.0
277.455,2021-02-05 06:35:51,0.8,0.0,0.0
256.279,2021-02-05 06:35:54,0.8,0.0,0.0
255.483,2021-02-05 06:35:57,0.8,0.0,0.0
283.53,2021-02-05 06:35:58,0.8,0.0,0.0
276.845,2021-02-05 06:36:00,0.8,0.0,0.0
260.578,2021-02-05 06:36:06,0.8,0.0,0.0
287.136,2021-02-05 06:36:07,0.8,0.0,0.0
288.195,2021-02-05 06:36:08,0.8,0.0,0.0
259.735,2021-02-05 06:36:09,0.8,0.0,0.0
263.245,2021-02-05 06:36:11,0.8,0.0,0.0
251.881,2021-02-05 06:36:12,0.8,0.0,0.0
281.597,2021-02-05 06:36:21,0.8,0.0,0.0
255.309,2021-02-05 06:36:23,0.8,0.0,0.0
257.993,2021-02-05 06:36:24,0.8,0.0,0.0
254.148,2021-02-05 06:36:38,0.8,0.0,0.0
266.483,2021-02-05 06:36:39,0.8,0.0,0.0
256.308,2021-02-05 06:36:40,0.8,0.0,0.0
255.424,2021-02-05 06:36:41,0.8,0.0,0.0
257.991,2021-02-05 06:36:46,0.8,0.0,0.0
267.211,2021-02-05 06:36:47,0.8,0.0,0.0
276.415,2021-02-05 06:36:48,0.8,0.0,0.0
274.87,2021-02-05 06:36:50,0.8,0.0,0.0
267.824,2021-02-05 06:36:55,0.8,0.0,0.0
274.07,2021-02-05 06:36:56,0.8,0.0,0.0
256.977,2021-02-05 06:36:58,0.8,0.0,0.0
285.591,2021-02-05 06:37:01,0.8,0.0,0.0
278.001,2021-02-05 06:37:07,0.8,0.0,0.0
303.037,2021-02-05 06:37:08,0.8,0.0,0.0
302.937,2021-02-05 06:37:09,0.8,0.0,0.0
281.069,2021-02-05 06:37:10,0.8,0.0,0.0
297.52,2021-02-05 06:37:16,0.8,0.0,0.0
257.849,2021-02-05 06:37:23,0.8,0.0,0.0
288.044,2021-02-05 06:37:24,0.8,0.0,0.0
262.773,2021-02-05 06:37:25,0.8,0.0,0.0
268.466,2021-02-05 06:37:36,0.8,0.0,0.0
281.887,2021-02-05 06:37:37,0.8,0.0,0.0
289.748,2021-02-05 06:37:38,0.8,0.0,0.0
295.703,2021-02-05 06:37:39,0.8,0.0,0.0
252.451,2021-02-05 06:37:40,0.8,0.0,0.0
255.664,2021-02-05 06:37:41,0.8,0.0,0.0
266.718,2021-02-05 06:37:42,0.8,0.0,0.0
269.82,2021-02-05 06:37:44,0.8,0.0,0.0
295.657,2021-02-05 06:37:53,0.8,0.0,0.0
331.035,2021-02-05 06:37:54,0.8,0.0,0.0
263.67,2021-02-05 06:37:55,0.8,0.0,0.0
257.637,2021-02-05 06:37:56,0.8,0.0,0.0
273.953,2021-02-05 06:37:59,0.8,0.0,0.0
275.036,2021-02-05 06:38:01,0.8,0.0,0.0
273.235,2021-02-05 06:38:02,0.8,0.0,0.0
255.891,2021-02-05 06:38:03,0.8,0.0,0.0
261.367,2021-02-05 06:38:08,0.8,0.0,0.0
290.81,2021-02-05 06:38:09,0.8,0.0,0.0
300.957,2021-02-05 06:38:10,0.8,0.0,0.0
274.819,2021-02-05 06:38:11,0.8,0.0,0.0
282.449,2021-02-05 06:38:13,0.8,0.0,0.0
271.42,2021-02-05 06:38:16,0.8,0.0,0.0
258.443,2021-02-05 06:38:20,0.8,0.0,0.0
273.537,2021-02-05 06:38:22,0.8,0.0,0.0
261.763,2021-02-05 06:38:23,0.8,0.0,0.0
274.649,2021-02-05 06:38:24,0.8,0.0,0.0
269.215,2021-02-05 06:38:25,0.8,0.0,0.0
258.396,2021-02-05 06:38:27,0.8,0.0,0.0
276.741,2021-02-05 06:38:29,0.8,0.0,0.0
257.38,2021-02-05 06:38:30,0.8,0.0,0.0
278.28,2021-02-05 06:38:31,0.8,0.0,0.0
280.148,2021-02-05 06:38:32,0.8,0.0,0.0
271.819,2021-02-05 06:38:33,0.8,0.0,0.0
260.727,2021-02-05 06:38:34,0.8,0.0,0.0
271.808,2021-02-05 06:38:35,0.8,0.0,0.0
257.623,2021-02-05 06:40:11,1.0,0.0,0.0
277.042,2021-02-05 06:40:15,1.0,0.0,0.0
268.495,2021-02-05 06:40:16,1.0,0.0,0.0
319.918,2021-02-05 06:40:17,1.0,0.0,0.0
324.341,2021-02-05 06:40:20,1.0,0.0,0.0
265.041,2021-02-05 06:40:21,1.0,0.0,0.0
270.874,2021-02-05 06:40:24,1.0,0.0,0.0
333.153,2021-02-05 06:40:31,1.0,0.0,0.0
309.344,2021-02-05 06:40:32,1.0,0.0,0.0
276.543,2021-02-05 06:40:33,1.0,0.0,0.0
253.71,2021-02-05 06:40:34,1.0,0.0,0.0
277.375,2021-02-05 06:40:36,1.0,0.0,0.0
282.044,2021-02-05 06:40:37,1.0,0.0,0.0
255.528,2021-02-05 06:40:38,1.0,0.0,0.0
258.896,2021-02-05 06:40:43,1.0,0.0,0.0
307.969,2021-02-05 06:40:44,1.0,0.0,0.0
252.585,2021-02-05 06:40:45,1.0,0.0,0.0
280.597,2021-02-05 06:40:46,1.0,0.0,0.0
267.359,2021-02-05 06:40:47,1.0,0.0,0.0
254.668,2021-02-05 06:40:48,1.0,0.0,0.0
259.922,2021-02-05 06:40:49,1.0,0.0,0.0
254.458,2021-02-05 06:40:50,1.0,0.0,0.0
274.808,2021-02-05 06:40:54,1.0,0.0,0.0
268.598,2021-02-05 06:40:56,1.0,0.0,0.0
263.223,2021-02-05 06:40:57,1.0,0.0,0.0
251.847,2021-02-05 06:41:01,1.0,0.0,0.0
253.831,2021-02-05 06:41:02,1.0,0.0,0.0
252.656,2021-02-05 06:41:03,1.0,0.0,0.0
280.572,2021-02-05 06:41:04,1.0,0.0,0.0
285.606,2021-02-05 06:41:05,1.0,0.0,0.0
276.632,2021-02-05 06:41:06,1.0,0.0,0.0
280.821,2021-02-05 06:41:07,1.0,0.0,0.0
295.295,2021-02-05 06:41:13,1.0,0.0,0.0
333.142,2021-02-05 06:41:18,1.0,0.0,0.0
252.804,2021-02-05 06:41:21,1.0,0.0,0.0
267.421,2021-02-05 06:41:22,1.0,0.0,0.0
263.481,2021-02-05 06:41:25,1.0,0.0,0.0
310.249,2021-02-05 06:41:32,1.0,0.0,0.0
305.284,2021-02-05 06:41:34,1.0,0.0,0.0
297.396,2021-02-05 06:41:37,1.0,0.0,0.0
278.523,2021-02-05 06:41:38,1.0,0.0,0.0
315.248,2021-02-05 06:41:39,1.0,0.0,0.0
306.837,2021-02-05 06:41:40,1.0,0.0,0.0
257.206,2021-02-05 06:41:41,1.0,0.0,0.0
284.643,2021-02-05 06:41:46,1.0,0.0,0.0
300.509,2021-02-05 06:41:47,1.0,0.0,0.0
276.396,2021-02-05 06:41:48,1.0,0.0,0.0
320.725,2021-02-05 06:41:49,1.0,0.0,0.0
258.799,2021-02-05 06:41:50,1.0,0.0,0.0
259.696,2021-02-05 06:41:52,1.0,0.0,0.0
310.582,2021-02-05 06:41:54,1.0,0.0,0.0
315.512,2021-02-05 06:41:55,1.0,0.0,0.0
280.544,2021-02-05 06:41:57,1.0,0.0,0.0
264.211,2021-02-05 06:41:59,1.0,0.0,0.0
288.392,2021-02-05 06:42:02,1.0,0.0,0.0
264.825,2021-02-05 06:42:03,1.0,0.0,0.0
298.048,2021-02-05 06:42:04,1.0,0.0,0.0
272.119,2021-02-05 06:42:05,1.0,0.0,0.0
302.554,2021-02-05 06:42:06,1.0,0.0,0.0
256.377,2021-02-05 06:42:08,1.0,0.0,0.0
276.808,2021-02-05 06:42:10,1.0,0.0,0.0
301.45,2021-02-05 06:42:15,1.0,0.0,0.0
261.663,2021-02-05 06:42:16,1.0,0.0,0.0
268.243,2021-02-05 06:42:18,1.0,0.0,0.0
262.536,2021-02-05 06:42:19,1.0,0.0,0.0
284.622,2021-02-05 06:42:20,1.0,0.0,0.0
300.6,2021-02-05 06:42:21,1.0,0.0,0.0
255.761,2021-02-05 06:42:22,1.0,0.0,0.0
331.785,2021-02-05 06:42:23,1.0,0.0,0.0
253.705,2021-02-05 06:42:24,1.0,0.0,0.0
274.769,2021-02-05 06:42:25,1.0,0.0,0.0
283.111,2021-02-05 06:42:26,1.0,0.0,0.0
304.177,2021-02-05 06:42:27,1.0,0.0,0.0
271.801,2021-02-05 06:42:29,1.0,0.0,0.0
265.581,2021-02-05 06:42:31,1.0,0.0,0.0
312.464,2021-02-05 06:42:35,1.0,0.0,0.0
275.498,2021-02-05 06:42:36,1.0,0.0,0.0
294.651,2021-02-05 06:42:38,1.0,0.0,0.0
274.859,2021-02-05 06:42:39,1.0,0.0,0.0
265.485,2021-02-05 06:42:40,1.0,0.0,0.0
285.803,2021-02-05 06:42:41,1.0,0.0,0.0
272.093,2021-02-05 06:42:44,1.0,0.0,0.0
305.769,2021-02-05 06:42:45,1.0,0.0,0.0
290.708,2021-02-05 06:42:46,1.0,0.0,0.0
267.712,2021-02-05 06:42:47,1.0,0.0,0.0
311.458,2021-02-05 06:42:54,1.0,0.0,0.0
311.207,2021-02-05 06:42:55,1.0,0.0,0.0
256.55,2021-02-05 06:42:56,1.0,0.0,0.0
275.263,2021-02-05 06:42:57,1.0,0.0,0.0
269.021,2021-02-05 06:43:00,1.0,0.0,0.0
267.202,2021-02-05 06:43:03,1.0,0.0,0.0
261.235,2021-02-05 06:43:05,1.0,0.0,0.0
319.192,2021-02-05 06:43:07,1.0,0.0,0.0
313.371,2021-02-05 06:43:08,1.0,0.0,0.0
309.583,2021-02-05 06:43:09,1.0,0.0,0.0
259.475,2021-02-05 06:43:10,1.0,0.0,0.0
290.611,2021-02-05 06:43:12,1.0,0.0,0.0
313.156,2021-02-05 06:43:13,1.0,0.0,0.0
254.666,2021-02-05 06:43:15,1.0,0.0,0.0
275.943,2021-02-05 06:43:16,1.0,0.0,0.0
272.165,2021-02-05 06:43:17,1.0,0.0,0.0
259.056,2021-02-05 06:43:19,1.0,0.0,0.0
258.816,2021-02-05 06:43:20,1.0,0.0,0.0
299.339,2021-02-05 06:43:23,1.0,0.0,0.0
286.174,2021-02-05 06:43:24,1.0,0.0,0.0
291.418,2021-02-05 06:43:25,1.0,0.0,0.0
267.034,2021-02-05 06:43:28,1.0,0.0,0.0
298.205,2021-02-05 06:43:30,1.0,0.0,0.0
261.933,2021-02-05 06:43:31,1.0,0.0,0.0
286.898,2021-02-05 06:43:32,1.0,0.0,0.0
255.368,2021-02-05 06:43:33,1.0,0.0,0.0
261.193,2021-02-05 06:43:34,1.0,0.0,0.0
288.746,2021-02-05 06:43:35,1.0,0.0,0.0
277.142,2021-02-05 06:43:36,1.0,0.0,0.0
253.938,2021-02-05 06:43:38,1.0,0.0,0.0
